lon,lat,ACM
-119.184,40.565,3
-119.157,40.566,3
-119.13,40.567,3
-119.103,40.568,3
-119.077,40.569,3
-119.05,40.57,3
-119.023,40.571,3
-118.996,40.572,3
-118.969,40.573,3
-118.942,40.574,3
-118.915,40.575,3
-118.888,40.576,3
-118.861,40.577,3
-118.834,40.578,3
-118.807,40.579,3
-118.78,40.58,3
-118.753,40.581,3
-118.726,40.582,3
-118.698,40.583,3
-118.671,40.584,3
-118.644,40.585,3
-118.617,40.586,3
-118.59,40.587,3
-118.563,40.588,3
-118.536,40.589,3
-118.509,40.59,3
-118.482,40.591,3
-118.455,40.592,3
-118.428,40.593,3
-118.4,40.594,3
-118.373,40.596,3
-118.346,40.597,3
-118.319,40.598,3
-118.292,40.599,3
-118.265,40.6,3
-118.237,40.601,3
-118.21,40.602,3
-118.183,40.603,3
-118.156,40.604,3
-118.129,40.605,3
-118.101,40.606,3
-118.074,40.607,3
-118.047,40.608,3
-118.02,40.609,3
-117.992,40.61,3
-117.965,40.611,3
-117.938,40.613,3
-117.911,40.614,3
-117.883,40.615,3
-117.856,40.616,3
-117.829,40.617,3
-117.801,40.618,3
-117.774,40.619,3
-117.747,40.62,3
-117.72,40.621,3
-117.692,40.622,3
-117.665,40.623,3
-117.637,40.625,3
-117.61,40.626,3
-117.583,40.627,3
-117.555,40.628,3
-117.528,40.629,3
-117.501,40.63,3
-117.473,40.631,3
-117.446,40.632,3
-117.418,40.633,3
-117.391,40.634,3
-117.363,40.636,3
-117.336,40.637,3
-117.309,40.638,3
-117.281,40.639,3
-117.254,40.64,3
-117.226,40.641,3
-117.199,40.642,3
-117.171,40.643,3
-117.144,40.645,3
-117.116,40.646,3
-117.089,40.647,3
-117.061,40.648,3
-117.034,40.649,3
-117.006,40.65,3
-116.979,40.651,3
-116.951,40.653,3
-116.923,40.654,3
-116.896,40.655,3
-116.868,40.656,3
-116.841,40.657,3
-116.813,40.658,3
-116.785,40.659,3
-116.758,40.661,3
-116.73,40.662,3
-116.702,40.663,3
-116.675,40.664,3
-116.647,40.665,3
-116.62,40.666,3
-116.592,40.668,3
-116.564,40.669,3
-116.536,40.67,3
-116.509,40.671,3
-116.481,40.672,3
-116.453,40.673,3
-116.426,40.675,3
-116.398,40.676,3
-116.37,40.677,3
-116.342,40.678,3
-116.315,40.679,3
-116.287,40.681,3
-116.259,40.682,3
-116.231,40.683,3
-116.203,40.684,3
-116.176,40.685,3
-116.148,40.687,3
-116.12,40.688,3
-116.092,40.689,3
-116.064,40.69,3
-116.037,40.691,3
-116.009,40.693,3
-115.981,40.694,3
-115.953,40.695,3
-115.925,40.696,3
-115.897,40.697,3
-115.869,40.699,3
-115.841,40.7,2
-115.813,40.701,1
-115.785,40.702,1
-115.757,40.703,3
-115.73,40.705,3
-115.702,40.706,1
-115.674,40.707,3
-115.646,40.708,3
-115.618,40.71,3
-115.59,40.711,3
-115.562,40.712,3
-115.534,40.713,3
-115.506,40.715,3
-115.478,40.716,3
-115.449,40.717,3
-115.421,40.718,3
-115.393,40.72,3
-115.365,40.721,3
-115.337,40.722,3
-115.309,40.723,3
-115.281,40.725,3
-115.253,40.726,3
-115.225,40.727,3
-115.197,40.728,3
-115.168,40.73,3
-115.14,40.731,3
-115.112,40.732,3
-115.084,40.733,3
-115.056,40.735,3
-115.028,40.736,3
-114.999,40.737,3
-114.971,40.739,3
-114.943,40.74,3
-114.915,40.741,3
-114.886,40.742,3
-114.858,40.744,3
-114.83,40.745,3
-114.802,40.746,3
-114.773,40.748,3
-114.745,40.749,3
-114.717,40.75,3
-114.688,40.751,3
-114.66,40.753,3
-114.632,40.754,3
-114.603,40.755,3
-114.575,40.757,3
-114.547,40.758,3
-114.518,40.759,3
-114.49,40.761,3
-114.462,40.762,3
-114.433,40.763,3
-114.405,40.765,3
-114.376,40.766,3
-114.348,40.767,3
-114.319,40.769,3
-114.291,40.77,3
-114.263,40.771,3
-114.234,40.773,3
-114.206,40.774,3
-114.177,40.775,3
-114.149,40.777,3
-114.12,40.778,3
-114.092,40.779,3
-114.063,40.781,3
-114.034,40.782,3
-114.006,40.783,3
-124.99,40.356,3
-124.965,40.357,3
-124.939,40.357,3
-124.913,40.358,3
-124.888,40.359,3
-124.862,40.359,3
-124.836,40.36,3
-124.811,40.361,3
-124.785,40.361,3
-124.759,40.362,3
-124.734,40.363,3
-124.708,40.363,3
-124.682,40.364,3
-124.656,40.365,3
-124.631,40.365,3
-124.605,40.366,3
-124.579,40.367,3
-124.554,40.367,3
-124.528,40.368,3
-124.502,40.369,3
-124.476,40.369,3
-124.451,40.37,3
-124.425,40.371,3
-124.399,40.371,3
-124.373,40.372,3
-124.348,40.373,3
-124.322,40.373,3
-124.296,40.374,3
-124.27,40.375,3
-124.244,40.375,3
-124.219,40.376,3
-124.193,40.377,3
-124.167,40.378,3
-124.141,40.378,3
-124.115,40.379,3
-124.09,40.38,3
-124.064,40.38,3
-124.038,40.381,3
-124.012,40.382,3
-123.986,40.382,3
-123.96,40.383,3
-123.935,40.384,3
-123.909,40.385,3
-123.883,40.385,3
-123.857,40.386,3
-123.831,40.387,3
-123.805,40.387,3
-123.779,40.388,3
-123.754,40.389,3
-123.728,40.39,3
-123.702,40.39,3
-123.676,40.391,3
-123.65,40.392,3
-123.624,40.392,3
-123.598,40.393,3
-123.572,40.394,3
-123.546,40.395,3
-123.52,40.395,3
-123.495,40.396,3
-123.469,40.397,3
-123.443,40.398,3
-123.417,40.398,3
-123.391,40.399,3
-123.365,40.4,3
-123.339,40.401,3
-123.313,40.401,3
-123.287,40.402,3
-123.261,40.403,3
-123.235,40.404,3
-123.209,40.404,3
-123.183,40.405,3
-123.157,40.406,3
-123.131,40.407,3
-123.105,40.407,3
-123.079,40.408,3
-123.053,40.409,3
-123.027,40.41,3
-123.001,40.41,3
-122.975,40.411,3
-122.949,40.412,3
-122.923,40.413,3
-122.897,40.413,3
-122.871,40.414,3
-122.845,40.415,3
-122.819,40.416,3
-122.793,40.417,3
-122.767,40.417,3
-122.74,40.418,3
-122.714,40.419,3
-122.688,40.42,3
-122.662,40.42,3
-122.636,40.421,3
-122.61,40.422,3
-122.584,40.423,3
-122.558,40.424,3
-122.532,40.424,3
-122.506,40.425,3
-122.479,40.426,3
-122.453,40.427,3
-122.427,40.428,3
-122.401,40.428,3
-122.375,40.429,3
-122.349,40.43,3
-122.323,40.431,3
-122.296,40.432,3
-122.27,40.432,3
-122.244,40.433,3
-122.218,40.434,3
-122.192,40.435,3
-122.165,40.436,3
-122.139,40.436,3
-122.113,40.437,3
-122.087,40.438,3
-122.061,40.439,3
-122.034,40.44,3
-122.008,40.44,3
-121.982,40.441,3
-121.956,40.442,3
-121.929,40.443,3
-121.903,40.444,3
-121.877,40.445,3
-121.851,40.445,3
-121.824,40.446,3
-121.798,40.447,3
-121.772,40.448,3
-121.746,40.449,3
-121.719,40.45,3
-121.693,40.45,3
-121.667,40.451,3
-121.64,40.452,3
-121.614,40.453,3
-121.588,40.454,3
-121.561,40.455,3
-121.535,40.456,3
-121.509,40.456,3
-121.482,40.457,3
-121.456,40.458,3
-121.43,40.459,3
-121.403,40.46,3
-121.377,40.461,3
-121.351,40.462,3
-121.324,40.462,3
-121.298,40.463,3
-121.271,40.464,3
-121.245,40.465,3
-121.219,40.466,3
-121.192,40.467,3
-121.166,40.468,3
-121.139,40.469,3
-121.113,40.469,3
-121.087,40.47,3
-121.06,40.471,3
-121.034,40.472,3
-121.007,40.473,3
-120.981,40.474,3
-120.954,40.475,3
-120.928,40.476,3
-120.901,40.476,3
-120.875,40.477,3
-120.848,40.478,3
-120.822,40.479,3
-120.795,40.48,3
-120.769,40.481,3
-120.742,40.482,3
-120.716,40.483,3
-120.689,40.484,3
-120.663,40.485,3
-120.636,40.485,3
-120.61,40.486,3
-120.583,40.487,3
-120.557,40.488,3
-120.53,40.489,3
-120.503,40.49,3
-120.477,40.491,3
-120.45,40.492,3
-120.424,40.493,3
-120.397,40.494,3
-120.37,40.495,3
-120.344,40.495,3
-120.317,40.496,3
-120.291,40.497,3
-120.264,40.498,3
-120.237,40.499,3
-120.211,40.5,3
-120.184,40.501,3
-120.157,40.502,3
-120.131,40.503,3
-120.104,40.504,3
-120.077,40.505,3
-120.051,40.506,3
-120.024,40.507,3
-119.997,40.508,3
-119.971,40.509,3
-119.944,40.51,3
-119.917,40.51,3
-119.89,40.511,3
-119.864,40.512,3
-119.837,40.513,3
-119.81,40.514,3
-119.783,40.515,3
-119.757,40.516,3
-119.73,40.517,3
-119.703,40.518,3
-119.676,40.519,3
-119.65,40.52,3
-119.623,40.521,3
-119.596,40.522,3
-119.569,40.523,3
-119.542,40.524,3
-119.516,40.525,3
-119.489,40.526,3
-119.462,40.527,3
-119.435,40.528,3
-119.408,40.529,3
-119.381,40.53,3
-119.354,40.531,3
-119.328,40.532,3
-119.301,40.533,3
-119.274,40.534,3
-119.247,40.535,3
-119.22,40.536,3
-119.193,40.537,3
-119.166,40.538,3
-119.139,40.539,3
-119.112,40.54,3
-119.085,40.541,3
-119.059,40.542,3
-119.032,40.543,3
-119.005,40.544,3
-118.978,40.545,3
-118.951,40.546,3
-118.924,40.547,3
-118.897,40.548,3
-118.87,40.549,3
-118.843,40.55,3
-118.816,40.551,3
-118.789,40.552,3
-118.762,40.553,3
-118.735,40.554,3
-118.708,40.555,3
-118.681,40.556,3
-118.654,40.557,3
-118.626,40.558,3
-118.599,40.559,3
-118.572,40.56,3
-118.545,40.561,3
-118.518,40.562,3
-118.491,40.563,3
-118.464,40.564,3
-118.437,40.565,3
-118.41,40.566,3
-118.383,40.567,3
-118.355,40.569,3
-118.328,40.57,3
-118.301,40.571,3
-118.274,40.572,3
-118.247,40.573,3
-118.22,40.574,3
-118.192,40.575,3
-118.165,40.576,3
-118.138,40.577,3
-118.111,40.578,3
-118.084,40.579,3
-118.056,40.58,3
-118.029,40.581,3
-118.002,40.582,3
-117.975,40.583,3
-117.948,40.584,3
-117.92,40.586,3
-117.893,40.587,3
-117.866,40.588,3
-117.838,40.589,3
-117.811,40.59,3
-117.784,40.591,3
-117.757,40.592,3
-117.729,40.593,3
-117.702,40.594,3
-117.675,40.595,3
-117.647,40.596,3
-117.62,40.598,3
-117.593,40.599,3
-117.565,40.6,3
-117.538,40.601,3
-117.51,40.602,3
-117.483,40.603,3
-117.456,40.604,3
-117.428,40.605,3
-117.401,40.606,3
-117.373,40.607,3
-117.346,40.609,3
-117.319,40.61,3
-117.291,40.611,3
-117.264,40.612,3
-117.236,40.613,3
-117.209,40.614,3
-117.181,40.615,3
-117.154,40.616,3
-117.126,40.618,3
-117.099,40.619,3
-117.071,40.62,3
-117.044,40.621,3
-117.016,40.622,3
-116.989,40.623,3
-116.961,40.624,3
-116.934,40.626,3
-116.906,40.627,3
-116.878,40.628,3
-116.851,40.629,3
-116.823,40.63,3
-116.796,40.631,3
-116.768,40.632,3
-116.74,40.634,3
-116.713,40.635,3
-116.685,40.636,3
-116.658,40.637,3
-116.63,40.638,3
-116.602,40.639,3
-116.575,40.641,3
-116.547,40.642,3
-116.519,40.643,3
-116.491,40.644,3
-116.464,40.645,3
-116.436,40.646,3
-116.408,40.648,3
-116.381,40.649,3
-116.353,40.65,3
-116.325,40.651,3
-116.297,40.652,3
-116.27,40.654,3
-116.242,40.655,3
-116.214,40.656,3
-116.186,40.657,3
-116.158,40.658,3
-116.131,40.659,3
-116.103,40.661,3
-116.075,40.662,3
-116.047,40.663,3
-116.019,40.664,3
-115.992,40.665,3
-115.964,40.667,3
-115.936,40.668,3
-115.908,40.669,3
-115.88,40.67,3
-115.852,40.672,3
-115.824,40.673,3
-115.796,40.674,0
-115.768,40.675,1
-115.74,40.676,3
-115.712,40.678,2
-115.684,40.679,3
-115.657,40.68,3
-115.629,40.681,3
-115.601,40.683,3
-115.573,40.684,3
-115.545,40.685,3
-115.517,40.686,3
-115.489,40.688,3
-115.461,40.689,3
-115.432,40.69,3
-115.404,40.691,3
-115.376,40.693,3
-115.348,40.694,3
-115.32,40.695,3
-115.292,40.696,3
-115.264,40.698,3
-115.236,40.699,3
-115.208,40.7,3
-115.18,40.701,3
-115.152,40.703,3
-115.123,40.704,3
-115.095,40.705,3
-115.067,40.706,3
-115.039,40.708,3
-115.011,40.709,3
-114.983,40.71,3
-114.954,40.711,3
-114.926,40.713,3
-114.898,40.714,3
-114.87,40.715,3
-114.841,40.717,3
-114.813,40.718,3
-114.785,40.719,3
-114.757,40.721,3
-114.728,40.722,3
-114.7,40.723,3
-114.672,40.724,3
-114.643,40.726,3
-114.615,40.727,3
-114.587,40.728,3
-114.558,40.73,3
-114.53,40.731,3
-114.502,40.732,3
-114.473,40.734,3
-114.445,40.735,3
-114.416,40.736,3
-114.388,40.737,3
-114.36,40.739,3
-114.331,40.74,3
-114.303,40.741,3
-114.274,40.743,3
-114.246,40.744,3
-114.217,40.745,3
-114.189,40.747,3
-114.16,40.748,3
-114.132,40.749,3
-114.103,40.751,3
-114.075,40.752,3
-114.046,40.753,3
-114.018,40.755,3
-124.996,40.328,3
-124.97,40.329,3
-124.945,40.33,3
-124.919,40.33,3
-124.893,40.331,3
-124.868,40.332,3
-124.842,40.332,3
-124.816,40.333,3
-124.791,40.334,3
-124.765,40.334,3
-124.739,40.335,3
-124.714,40.336,3
-124.688,40.336,3
-124.662,40.337,3
-124.637,40.338,3
-124.611,40.338,3
-124.585,40.339,3
-124.559,40.34,3
-124.534,40.34,3
-124.508,40.341,3
-124.482,40.342,3
-124.457,40.342,3
-124.431,40.343,3
-124.405,40.344,3
-124.379,40.344,3
-124.354,40.345,3
-124.328,40.346,3
-124.302,40.346,3
-124.276,40.347,3
-124.251,40.348,3
-124.225,40.348,3
-124.199,40.349,3
-124.173,40.35,3
-124.147,40.351,3
-124.122,40.351,3
-124.096,40.352,3
-124.07,40.353,3
-124.044,40.353,3
-124.018,40.354,3
-123.993,40.355,3
-123.967,40.355,3
-123.941,40.356,3
-123.915,40.357,3
-123.889,40.358,3
-123.863,40.358,3
-123.838,40.359,3
-123.812,40.36,3
-123.786,40.36,3
-123.76,40.361,3
-123.734,40.362,3
-123.708,40.363,3
-123.682,40.363,3
-123.656,40.364,3
-123.631,40.365,3
-123.605,40.365,3
-123.579,40.366,3
-123.553,40.367,3
-123.527,40.368,3
-123.501,40.368,3
-123.475,40.369,3
-123.449,40.37,3
-123.423,40.371,3
-123.397,40.371,3
-123.371,40.372,3
-123.345,40.373,3
-123.32,40.374,3
-123.294,40.374,3
-123.268,40.375,3
-123.242,40.376,3
-123.216,40.377,3
-123.19,40.377,3
-123.164,40.378,3
-123.138,40.379,3
-123.112,40.38,3
-123.086,40.38,3
-123.06,40.381,3
-123.034,40.382,3
-123.008,40.383,3
-122.982,40.383,3
-122.956,40.384,3
-122.93,40.385,3
-122.904,40.386,3
-122.878,40.386,3
-122.852,40.387,3
-122.826,40.388,3
-122.799,40.389,3
-122.773,40.389,3
-122.747,40.39,3
-122.721,40.391,3
-122.695,40.392,3
-122.669,40.393,3
-122.643,40.393,3
-122.617,40.394,3
-122.591,40.395,3
-122.565,40.396,3
-122.539,40.397,3
-122.513,40.397,3
-122.486,40.398,3
-122.46,40.399,3
-122.434,40.4,3
-122.408,40.401,3
-122.382,40.401,3
-122.356,40.402,3
-122.33,40.403,3
-122.304,40.404,3
-122.277,40.405,3
-122.251,40.405,3
-122.225,40.406,3
-122.199,40.407,3
-122.173,40.408,3
-122.146,40.409,3
-122.12,40.409,3
-122.094,40.41,3
-122.068,40.411,3
-122.042,40.412,3
-122.015,40.413,3
-121.989,40.413,3
-121.963,40.414,3
-121.937,40.415,3
-121.911,40.416,3
-121.884,40.417,3
-121.858,40.418,3
-121.832,40.418,3
-121.806,40.419,3
-121.779,40.42,3
-121.753,40.421,3
-121.727,40.422,3
-121.7,40.423,3
-121.674,40.423,3
-121.648,40.424,3
-121.622,40.425,3
-121.595,40.426,3
-121.569,40.427,3
-121.543,40.428,3
-121.516,40.429,3
-121.49,40.429,3
-121.464,40.43,3
-121.437,40.431,3
-121.411,40.432,3
-121.385,40.433,3
-121.358,40.434,3
-121.332,40.435,3
-121.306,40.435,3
-121.279,40.436,3
-121.253,40.437,3
-121.226,40.438,3
-121.2,40.439,3
-121.174,40.44,3
-121.147,40.441,3
-121.121,40.441,3
-121.094,40.442,3
-121.068,40.443,3
-121.041,40.444,3
-121.015,40.445,3
-120.989,40.446,3
-120.962,40.447,3
-120.936,40.448,3
-120.909,40.449,3
-120.883,40.449,3
-120.856,40.45,3
-120.83,40.451,3
-120.803,40.452,3
-120.777,40.453,3
-120.75,40.454,3
-120.724,40.455,3
-120.697,40.456,3
-120.671,40.457,3
-120.644,40.458,3
-120.618,40.458,3
-120.591,40.459,3
-120.565,40.46,3
-120.538,40.461,3
-120.511,40.462,3
-120.485,40.463,3
-120.458,40.464,3
-120.432,40.465,3
-120.405,40.466,3
-120.379,40.467,3
-120.352,40.468,3
-120.325,40.468,3
-120.299,40.469,3
-120.272,40.47,3
-120.246,40.471,3
-120.219,40.472,3
-120.192,40.473,3
-120.166,40.474,3
-120.139,40.475,3
-120.112,40.476,3
-120.086,40.477,3
-120.059,40.478,3
-120.032,40.479,3
-120.006,40.48,3
-119.979,40.481,3
-119.952,40.482,3
-119.926,40.483,3
-119.899,40.483,3
-119.872,40.484,3
-119.845,40.485,3
-119.819,40.486,3
-119.792,40.487,3
-119.765,40.488,3
-119.738,40.489,3
-119.712,40.49,3
-119.685,40.491,3
-119.658,40.492,3
-119.631,40.493,3
-119.605,40.494,3
-119.578,40.495,3
-119.551,40.496,3
-119.524,40.497,3
-119.497,40.498,3
-119.471,40.499,3
-119.444,40.5,3
-119.417,40.501,3
-119.39,40.502,3
-119.363,40.503,3
-119.336,40.504,3
-119.309,40.505,3
-119.283,40.506,3
-119.256,40.507,3
-119.229,40.508,3
-119.202,40.509,3
-119.175,40.51,3
-119.148,40.511,3
-119.121,40.512,3
-119.094,40.513,3
-119.067,40.514,3
-119.04,40.515,3
-119.014,40.516,3
-118.987,40.517,3
-118.96,40.518,3
-118.933,40.519,3
-118.906,40.52,3
-118.879,40.521,3
-118.852,40.522,3
-118.825,40.523,3
-118.798,40.524,3
-118.771,40.525,3
-118.744,40.526,3
-118.717,40.527,3
-118.69,40.528,3
-118.663,40.529,3
-118.636,40.53,3
-118.609,40.531,3
-118.581,40.532,3
-118.554,40.533,3
-118.527,40.534,3
-118.5,40.535,3
-118.473,40.536,3
-118.446,40.537,3
-118.419,40.538,3
-118.392,40.539,3
-118.365,40.54,3
-118.338,40.541,3
-118.31,40.543,3
-118.283,40.544,3
-118.256,40.545,3
-118.229,40.546,3
-118.202,40.547,3
-118.175,40.548,3
-118.148,40.549,3
-118.12,40.55,3
-118.093,40.551,3
-118.066,40.552,3
-118.039,40.553,3
-118.012,40.554,3
-117.984,40.555,3
-117.957,40.556,3
-117.93,40.557,3
-117.903,40.559,3
-117.875,40.56,3
-117.848,40.561,3
-117.821,40.562,3
-117.793,40.563,3
-117.766,40.564,3
-117.739,40.565,3
-117.712,40.566,3
-117.684,40.567,3
-117.657,40.568,3
-117.63,40.569,3
-117.602,40.57,3
-117.575,40.572,3
-117.548,40.573,3
-117.52,40.574,3
-117.493,40.575,3
-117.465,40.576,3
-117.438,40.577,3
-117.411,40.578,3
-117.383,40.579,3
-117.356,40.58,3
-117.328,40.582,3
-117.301,40.583,3
-117.274,40.584,3
-117.246,40.585,3
-117.219,40.586,3
-117.191,40.587,3
-117.164,40.588,3
-117.136,40.589,3
-117.109,40.591,3
-117.081,40.592,3
-117.054,40.593,3
-117.026,40.594,3
-116.999,40.595,3
-116.971,40.596,3
-116.944,40.597,3
-116.916,40.599,3
-116.889,40.6,3
-116.861,40.601,3
-116.833,40.602,3
-116.806,40.603,3
-116.778,40.604,3
-116.751,40.605,3
-116.723,40.607,3
-116.695,40.608,3
-116.668,40.609,3
-116.64,40.61,3
-116.613,40.611,3
-116.585,40.612,3
-116.557,40.614,3
-116.53,40.615,3
-116.502,40.616,3
-116.474,40.617,3
-116.447,40.618,3
-116.419,40.619,3
-116.391,40.621,3
-116.363,40.622,3
-116.336,40.623,3
-116.308,40.624,3
-116.28,40.625,3
-116.252,40.626,3
-116.225,40.628,3
-116.197,40.629,3
-116.169,40.63,3
-116.141,40.631,3
-116.114,40.632,3
-116.086,40.634,3
-116.058,40.635,3
-116.03,40.636,3
-116.002,40.637,3
-115.974,40.638,3
-115.947,40.64,3
-115.919,40.641,3
-115.891,40.642,2
-115.863,40.643,3
-115.835,40.645,3
-115.807,40.646,0
-115.779,40.647,0
-115.751,40.648,1
-115.723,40.649,3
-115.695,40.651,0
-115.667,40.652,3
-115.639,40.653,3
-115.612,40.654,3
-115.584,40.656,3
-115.556,40.657,3
-115.528,40.658,3
-115.5,40.659,3
-115.472,40.661,3
-115.444,40.662,3
-115.415,40.663,3
-115.387,40.664,3
-115.359,40.666,3
-115.331,40.667,3
-115.303,40.668,3
-115.275,40.669,3
-115.247,40.671,3
-115.219,40.672,3
-115.191,40.673,3
-115.163,40.674,3
-115.135,40.676,3
-115.106,40.677,3
-115.078,40.678,3
-115.05,40.679,3
-115.022,40.681,3
-114.994,40.682,3
-114.966,40.683,3
-114.937,40.684,3
-114.909,40.686,3
-114.881,40.687,3
-114.853,40.688,3
-114.825,40.69,3
-114.796,40.691,3
-114.768,40.692,3
-114.74,40.693,3
-114.712,40.695,3
-114.683,40.696,3
-114.655,40.697,3
-114.627,40.699,3
-114.598,40.7,3
-114.57,40.701,3
-114.542,40.703,3
-114.513,40.704,3
-114.485,40.705,3
-114.457,40.707,3
-114.428,40.708,3
-114.4,40.709,3
-114.371,40.71,3
-114.343,40.712,3
-114.315,40.713,3
-114.286,40.714,3
-114.258,40.716,3
-114.229,40.717,3
-114.201,40.718,3
-114.172,40.72,3
-114.144,40.721,3
-114.115,40.722,3
-114.087,40.724,3
-114.058,40.725,3
-114.03,40.726,3
-114.001,40.728,3
-124.976,40.301,3
-124.951,40.302,3
-124.925,40.303,3
-124.899,40.303,3
-124.874,40.304,3
-124.848,40.305,3
-124.822,40.305,3
-124.797,40.306,3
-124.771,40.307,3
-124.745,40.307,3
-124.72,40.308,3
-124.694,40.309,3
-124.668,40.309,3
-124.643,40.31,3
-124.617,40.311,3
-124.591,40.311,3
-124.565,40.312,3
-124.54,40.313,3
-124.514,40.313,3
-124.488,40.314,3
-124.463,40.315,3
-124.437,40.315,3
-124.411,40.316,3
-124.385,40.317,3
-124.36,40.317,3
-124.334,40.318,3
-124.308,40.319,3
-124.282,40.319,3
-124.257,40.32,3
-124.231,40.321,3
-124.205,40.321,3
-124.179,40.322,3
-124.154,40.323,3
-124.128,40.323,3
-124.102,40.324,3
-124.076,40.325,3
-124.05,40.326,3
-124.025,40.326,3
-123.999,40.327,3
-123.973,40.328,3
-123.947,40.328,3
-123.921,40.329,3
-123.895,40.33,3
-123.87,40.331,3
-123.844,40.331,3
-123.818,40.332,3
-123.792,40.333,3
-123.766,40.333,3
-123.74,40.334,3
-123.715,40.335,3
-123.689,40.336,3
-123.663,40.336,3
-123.637,40.337,3
-123.611,40.338,3
-123.585,40.338,3
-123.559,40.339,3
-123.533,40.34,3
-123.508,40.341,3
-123.482,40.341,3
-123.456,40.342,3
-123.43,40.343,3
-123.404,40.344,3
-123.378,40.344,3
-123.352,40.345,3
-123.326,40.346,3
-123.3,40.347,3
-123.274,40.347,3
-123.248,40.348,3
-123.222,40.349,3
-123.196,40.35,3
-123.17,40.35,3
-123.144,40.351,3
-123.118,40.352,3
-123.092,40.353,3
-123.066,40.353,3
-123.04,40.354,3
-123.014,40.355,3
-122.988,40.356,3
-122.962,40.356,3
-122.936,40.357,3
-122.91,40.358,3
-122.884,40.359,3
-122.858,40.359,3
-122.832,40.36,3
-122.806,40.361,3
-122.78,40.362,3
-122.754,40.362,3
-122.728,40.363,3
-122.702,40.364,3
-122.676,40.365,3
-122.65,40.366,3
-122.624,40.366,3
-122.598,40.367,3
-122.572,40.368,3
-122.546,40.369,3
-122.52,40.37,3
-122.493,40.37,3
-122.467,40.371,3
-122.441,40.372,3
-122.415,40.373,3
-122.389,40.374,3
-122.363,40.374,3
-122.337,40.375,3
-122.311,40.376,3
-122.284,40.377,3
-122.258,40.378,3
-122.232,40.378,3
-122.206,40.379,3
-122.18,40.38,3
-122.154,40.381,3
-122.128,40.382,3
-122.101,40.382,3
-122.075,40.383,3
-122.049,40.384,3
-122.023,40.385,3
-121.997,40.386,3
-121.97,40.386,3
-121.944,40.387,3
-121.918,40.388,3
-121.892,40.389,3
-121.865,40.39,3
-121.839,40.391,3
-121.813,40.391,3
-121.787,40.392,3
-121.76,40.393,3
-121.734,40.394,3
-121.708,40.395,3
-121.682,40.396,3
-121.655,40.396,3
-121.629,40.397,3
-121.603,40.398,3
-121.576,40.399,3
-121.55,40.4,3
-121.524,40.401,3
-121.498,40.402,3
-121.471,40.402,3
-121.445,40.403,3
-121.419,40.404,3
-121.392,40.405,3
-121.366,40.406,3
-121.34,40.407,3
-121.313,40.408,3
-121.287,40.408,3
-121.26,40.409,3
-121.234,40.41,3
-121.208,40.411,3
-121.181,40.412,3
-121.155,40.413,3
-121.128,40.414,3
-121.102,40.414,3
-121.076,40.415,3
-121.049,40.416,3
-121.023,40.417,3
-120.996,40.418,3
-120.97,40.419,3
-120.944,40.42,3
-120.917,40.421,3
-120.891,40.422,3
-120.864,40.422,3
-120.838,40.423,3
-120.811,40.424,3
-120.785,40.425,3
-120.758,40.426,3
-120.732,40.427,3
-120.705,40.428,3
-120.679,40.429,3
-120.652,40.43,3
-120.626,40.431,3
-120.599,40.431,3
-120.573,40.432,3
-120.546,40.433,3
-120.52,40.434,3
-120.493,40.435,3
-120.466,40.436,3
-120.44,40.437,3
-120.413,40.438,3
-120.387,40.439,3
-120.36,40.44,3
-120.334,40.441,3
-120.307,40.441,3
-120.28,40.442,3
-120.254,40.443,3
-120.227,40.444,3
-120.201,40.445,3
-120.174,40.446,3
-120.147,40.447,3
-120.121,40.448,3
-120.094,40.449,3
-120.067,40.45,3
-120.041,40.451,3
-120.014,40.452,3
-119.987,40.453,3
-119.961,40.454,3
-119.934,40.455,3
-119.907,40.456,3
-119.881,40.456,3
-119.854,40.457,3
-119.827,40.458,3
-119.8,40.459,3
-119.774,40.46,3
-119.747,40.461,3
-119.72,40.462,3
-119.693,40.463,3
-119.667,40.464,3
-119.64,40.465,3
-119.613,40.466,3
-119.586,40.467,3
-119.56,40.468,3
-119.533,40.469,3
-119.506,40.47,3
-119.479,40.471,3
-119.452,40.472,3
-119.426,40.473,3
-119.399,40.474,3
-119.372,40.475,3
-119.345,40.476,3
-119.318,40.477,3
-119.291,40.478,3
-119.265,40.479,3
-119.238,40.48,3
-119.211,40.481,3
-119.184,40.482,3
-119.157,40.483,3
-119.13,40.484,3
-119.103,40.485,3
-119.076,40.486,3
-119.049,40.487,3
-119.022,40.488,3
-118.996,40.489,3
-118.969,40.49,3
-118.942,40.491,3
-118.915,40.492,3
-118.888,40.493,3
-118.861,40.494,3
-118.834,40.495,3
-118.807,40.496,3
-118.78,40.497,3
-118.753,40.498,3
-118.726,40.499,3
-118.699,40.5,3
-118.672,40.501,3
-118.645,40.502,3
-118.618,40.503,3
-118.591,40.504,3
-118.564,40.505,3
-118.537,40.506,3
-118.509,40.507,3
-118.482,40.508,3
-118.455,40.509,3
-118.428,40.51,3
-118.401,40.511,3
-118.374,40.512,3
-118.347,40.513,3
-118.32,40.514,3
-118.293,40.516,3
-118.266,40.517,3
-118.238,40.518,3
-118.211,40.519,3
-118.184,40.52,3
-118.157,40.521,3
-118.13,40.522,3
-118.103,40.523,3
-118.075,40.524,3
-118.048,40.525,3
